nazwa-zmienna,id-zmienna,id-przekroj,id-okres
Koszty podróży służbowych przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1254,709,281
Gotówka i depozyty (dług Maastricht),1401,1040,282
Małżeństwa wyznaniowe,793,369,282
Bezrobotni zarejestrowani,507,1159,332
Pojemność brutto (GT) statków morskiej floty transportowej,544,923,282
Ludność stacjonarna (Lx),965,638,282
Emigracja na pobyt stały,594,398,282
Udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1285,687,275
Obroty ładunków tranzytowych w portach morskich,615,1145,282
Produkcja sprzedana przemysłu,814,2,247
Noworodki żywo urodzone w szpitalach ogólnych,950,1025,282
Zobowiązania długoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1362,29,275
Wyprzedzający wskaźnik ufności konsumenckiej (WWUK),475,16,258
Zmiany ogólnej sytuacji ekonomicznej kraju w ostatnich 12 miesiącach,478,16,272
Wynagrodzenie brutto,1101,364,275
Pozostałe transfery bieżące,1406,1264,270
Bezrobotni zarejestrowani,507,1160,258
Dzieci urodzone przez cudzoziemki,789,421,282
Przedsiębiorstwa aktywne innowacyjnie,638,493,327
Bezrobotni zarejestrowani,507,1157,256
Zobowiązania krótkoterminowe z tytułu dostaw i usług przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1450,687,276
Produkcja globalna,1037,921,282
Pozostałe podatki związane z produkcją,1396,1268,272
Produkty gotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1480,687,277
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,256
Rozwody,569,463,282
Wynik finansowy ze sprzedaży produktów, towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1325,687,277
Pozostałe koszty rodzajowe przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1435,709,280
Saldo wymiany towarów i usług z zagranicą,1039,16,272
Nakłady na licencje i koncesje przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1465,709,280
Osoby w wieku 18-59 lat w gospodarstwach domowych bez osób pracujących - BAEL,1525,1,282
Zmiany cen konsumpcyjnych w najbliższych 12 miesiącach,476,16,251
Spożycie prywatne,1393,16,271
Wody z odwadniania zakładów górniczych oraz obiektów budowlanych,603,2,282
Wynik finansowy netto w gospodarce morskiej,915,688,282
Przychody netto ze sprzedaży towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1270,29,276
Małżeństwa,568,453,282
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób,1221,1038,282
Inwestycje krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1341,709,281
Produkcje filmowe,566,574,282
Oddziały terenowe krwiodawstwa,985,2,282
Państwowy dług publiczny,1556,1249,282
Zachorowania na nowotwory złośliwe,1066,1053,282
Separacje zniesione,807,534,282
Wskaźnik płynności finansowej I stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1288,693,274
Zatrudnieni sędziowie,818,1315,282
Bezrobotni nowo zarejestrowani,505,864,251
Pozostałe koszty rodzajowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1434,710,277
Wynagrodzenie brutto,1101,364,274
Podatki bieżące od dochodów, majątku itp.,1030,1263,282
Przyszłe oszczędzanie pieniędzy,472,16,257
Zgony niemowląt na 1000 urodzeń żywych,593,16,249
Bezrobotni zarejestrowani,507,1158,251
Stopa bezrobocia rejestrowanego,875,143,248
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1316,709,280
Bezrobotni zarejestrowani,507,1159,255
Sprzedaż środków ochrony roślin,1120,16,282
Wypadki drogowe,666,890,282
Inwestycje krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1340,693,277
Przeciętna powierzchnia użytkowa 1 mieszkania,541,110,282
Zgony niemowląt na 1000 urodzeń żywych,593,342,282
Nałożone jaja wylęgowe w celu uzyskania piskląt,1114,934,251
Odpływ na pobyt stały,598,1193,282
Zmiany poziomu bezrobocia w najbliższych 12 miesiącach (ze znakiem przeciwnym),479,16,282
Relacje cen targowiskowych do cen skupu pszenicy,1009,16,258
Saldo migracji zagranicznych na pobyt stały,596,1197,282
Wskaźnik rentowności obrotu netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1309,710,277
Skup produktów rolnych,872,1220,266
Telefoniczne łącza główne,853,672,282
Roczne wpływy z opłaty targowej,909,2,282
Zmiany cen konsumpcyjnych w najbliższych 12 miesiącach,476,16,270
Przeciętna powierzchnia użytkowa zajmowana przez gospodarstwo domowe,528,584,282
Nieletni, wobec których prawomocnie orzeczono środki wychowawcze, poprawcze lub kary za czyny karalne,831,858,282
Członkowie stowarzyszeń mniejszości narodowych i etnicznych oraz cudzoziemców,565,320,322
Prawdopodobieństwo zgonu (qx),962,638,282
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,710,277
Wynik zdarzeń nadzwyczajnych przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1330,2,282
Długotrwale bezrobotni - BAEL (do 2020 r.),1431,1,270
Urodzenia żywe,571,1216,278
Wartość sprzedanych towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1286,29,277
Podatki od produktów pomniejszone o dotacje do produktów,1031,16,271
Technicy farmaceutyczni pracujący w aptekach i punktach aptecznych,755,157,282
Bilans ciepła brutto,1086,653,282
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,693,275
Ubezpieczenia społeczne i inne świadczenia na rzecz pracowników przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1425,709,280
Udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1284,29,277
Aktywne organizacje non-profit,562,393,322
Zachorowania na niektóre choroby zakaźne i zatrucia,1067,1050,282
Rozliczenia międzyokresowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1356,702,282
Należności krótkoterminowe z tytułu dostaw i usług przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1352,29,274
Zmiany ogólnej sytuacji ekonomicznej kraju w ostatnich 12 miesiącach,478,16,249
Wskaźnik zatrudnienia - BAEL,1513,1163,273
Przewozy pasażerów transportem lotniczym,672,512,282
Tabor barkowy żeglugi śródlądowej,1154,1155,282
Nałożone jaja wylęgowe w celu uzyskania piskląt,1114,934,256
Obowiązkowe obciążenia wyniku finansowego brutto przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1257,2,282
Urodzenia martwe,573,425,282
Zgony niemowląt,575,16,250
Urodzenia żywe,571,16,254
Kapitał (fundusz) podstawowy przedsiębiorstw niefinansowych z kapitałem zagranicznym - kapitał zagraniczny ogółem,1429,706,282
Emigracja na pobyt stały,594,489,282
Urodzenia żywe,571,430,282
Udział długotrwale bezrobotnych w ogólnej liczbie bezrobotnych - BAEL,1515,1,273
Zgony niemowląt,575,16,256
Prognoza zgonów na lata 2008-2035,1437,2,282
Bezrobotni zarejestrowani,507,1159,247
Udział długotrwale bezrobotnych w ogólnej liczbie bezrobotnych - BAEL,1515,1,270
Odprawy graniczne z krajami spoza strefy Schengen,847,539,271
Medale zdobyte przez zawodników polskich na igrzyskach paraolimpijskich,697,306,323
Eksport towarów i usług,1023,1075,271
Wartość sprzedanych towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1286,687,275
Bezrobotni zarejestrowani,507,1159,333
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,693,277
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,693,274
Zużycie krajowe brutto,1095,866,282
Liczba ludności przypadająca na aptekę ogólnodostępną / punkt apteczny,753,155,282
Strata brutto przedsiębiorstw niefinansowych - pełna zbiorowość,1283,705,282
Wskaźnik rentowności obrotu netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1309,693,276
Morska flota transportowa,532,930,282
Nośność statków morskiej floty transportowej (DWT),533,923,282
Zysk brutto przedsiębiorstw niefinansowych - pełna zbiorowość,1334,703,282
Odpady (z wyłączeniem odpadów komunalnych) wytworzone,580,238,282
Współczynnik płodności,591,460,282
Strata brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1280,29,275
Obroty ładunkowe w portach morskich,558,755,282
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,29,274
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,29,275
Globalna produkcja rolna,1411,16,282
Liczba wypadków drogowych,1197,143,282
Udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1284,693,277
Ludność,581,57,282
Wartość sprzedanych towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1286,693,276
Ćwiczący w organizacjach kultury fizycznej,679,298,282
Rozliczenia międzyokresowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1356,2,282
Podatki związane z produkcją i importem,1033,16,273
Zmiany ogólnej sytuacji ekonomicznej kraju w najbliższych 12 miesiącach,477,16,250
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,693,274
Nakłady brutto na środki trwałe,1198,1099,271
Produkcja sprzedana przemysłu,814,1135,258
Liczba nowo rozpoczętych inwestycji przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej, prowadzących księgi rachunkowe,1342,1211,277
Średni wiek statków przybrzeżnej floty transportowej,1094,766,282
Towary przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1483,687,274
Towary przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1483,693,276
Prognoza ludności dla gmin na lata 2017-2030,1493,1205,282
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,248
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,693,275
Powierzchnia parków narodowych,765,123,282
Bezrobotni zarejestrowani,507,871,248
Medale zdobyte przez zawodników polskich na igrzyskach olimpijskich,695,304,323
Skup produktów rolnych,872,1221,254
Wskaźnik rentowności sprzedaży brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1312,687,275
Nakłady na działalność innowacyjną,642,497,322
Średnia liczba osób zatrudnionych na podstawie stosunku pracy w organizacjach non-profit,563,325,322
Kapitał (fundusz) zapasowy przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1214,2,282
Powierzchnia, na której zastosowano nawozy mineralne,1139,979,337
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,29,276
Separacje zniesione na 100000 ludności,810,429,282
Produkcja sprzedana przemysłu,814,1135,252
Wartość sprzedanych towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1286,710,277
Kuracjusze ambulatoryjni,751,196,282
Liczba pracujących w przedsiębiorstwach niefinansowych o liczbie pracujących 10 i więcej osób,1224,1039,282
Podatki pomniejszone o dotacje związane z produkcją i importem,1032,16,273
Pozostałe przychody operacyjne przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1262,709,280
Bezrobotni zarejestrowani,507,1160,332
Przewozy pasażerów w ramach gminnych przewozów pasażerskich/komunikacji miejskiej,710,2,282
Wywozy kontenerów z terminali intermodalnych,725,1168,282
Linie komunikacji miejskiej/gminnych przewozów pasażerskich,707,759,282
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,687,276
Przeciętne miesięczne rozchody netto na 1 osobę w gospodarstwach domowych,517,271,282
Nakłady na działalność innowacyjną,642,498,282
Bezrobotni nowo zarejestrowani,505,864,249
Średnia odległość przewozu jednej tony ładunku morską flotą transportową,609,749,282
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,687,277
Plony upraw rolnych,1100,852,282
Urodzenia żywe,571,434,282
Zapasy przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1237,29,276
Odsetek osób korzystających z Internetu,1629,1345,282
Wskaźnik płynności finansowej I stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1288,29,275
Połowy ryb słodkowodnych,1132,963,282
Produkcja sprzedana przemysłu,814,1135,249
Całkowita emisja gazów cieplarnianych,1011,229,282
Zgony niemowląt,575,407,282
Nałożone jaja wylęgowe w celu uzyskania piskląt,1114,934,258
Odprawy graniczne z krajami spoza strefy Schengen,847,539,273
Tabor kolejowy,661,877,282
Krótkoterminowe aktywa finansowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1215,710,274
Bezrobotni zarejestrowani,507,1157,257
Produkcja sprzedana budownictwa,542,2,267
Zysk netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1335,687,276
Strata netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1277,29,277
Zieleńce,1383,2,282
Ratownicy medyczni,729,2,282
Urodzenia żywe,571,16,248
Skup produktów rolnych,872,1221,251
Zużycie pośrednie,1045,921,282
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1258,693,276
Zmiany ogólnej sytuacji ekonomicznej kraju w najbliższych 12 miesiącach,477,16,253
Lekarze dentyści ze specjalizacją,992,928,282
Aktywa obrotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1204,687,275
Wskaźnik rentowności obrotu brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1305,710,275
Nośność statków morskiej floty transportowej (DWT),533,930,282
Pracujący według miejsca zamieszkania,1578,360,248
Ludność,581,55,278
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób,1275,1039,282
Wskaźnik rentowności sprzedaży brutto przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1313,709,281
Składowe wskaźnika waloryzacji inwestycji telekomunikacyjnych,1628,1349,271
Zużycie pośrednie,1045,16,282
Bezrobotni zarejestrowani,507,870,332
Odpływ na pobyt stały,598,127,282
Pracujący w zakładach stacjonarnych pomocy społecznej, u których zdiagnozowano COVID-19,1012,630,282
Emitory na terenie zakładów szczególnie uciążliwych dla czystości powietrza,630,2,282
Małżeństwa,568,16,254
Koszty związane z zatrudnieniem,1026,7,282
Nakłady na działalność innowacyjną,642,498,322
Przeciętny roczny dochód netto na 1 osobę w gospodarstwach domowych,522,589,282
Przyszłe wydatki na ważne zakupy,474,16,270
Przedsiębiorstwa, które współpracowały w zakresie działalności innowacyjnej,644,519,327
Produkcja globalna,1037,1099,270
Wylężone pisklęta,1115,933,248
Całkowita emisja gazów cieplarnianych,1011,1019,282
Długotrwale bezrobotni - BAEL (do 2020 r.),1431,1,271
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1468,709,281
Skup produktów rolnych,872,1221,256
Medale zdobyte przez zawodników polskich na mistrzostwach świata i Europy dla osób niepełnosprawnych,894,303,282
Podatki i opłaty przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1420,710,277
Obowiązkowe obciążenia wyniku finansowego brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1255,710,274
Wskaźnik płynności finansowej II stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1291,693,277
Nowe zamówienia w przemyśle,815,828,255
Napływ na pobyt stały,597,1197,278
Przyrost rzeczowych środków obrotowych,1199,16,273
Wynagrodzenia ze stosunku pracy w przedsiębiorstwach niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1235,709,280
Liczba gospodarstw rolnych wykorzystujących opryskiwacze do zabiegów ochrony roślin,1148,979,336
Przychody finansowe przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1266,702,282
Przewozy ładunków transportem samochodowym,716,953,282
Przywóz nawozu naturalnego do gospodarstwa rolnego,1119,859,331
Import towarów i usług,1024,1075,272
Separacje orzeczone,570,16,272
Urodzenia martwe,573,430,282
Produkty gotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1480,710,277
Bezrobotni zarejestrowani,507,870,334
Zbiory ziemiopłodów,868,852,282
Obowiązkowe obciążenia wyniku finansowego brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1255,710,275
Wolumen sprzedaży wg JRD,1581,1338,247
Pozyskanie drewna,786,187,282
Aktywa obrotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1204,710,277
Bezrobotni wyrejestrowani,506,869,257
Wynik zdarzeń nadzwyczajnych przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1330,702,282
Produkcja sprzedana przemysłu,814,807,282
Pracujący w gospodarce morskiej,899,912,282
Powierzchnia stanowisk dokumentacyjnych,1385,2,282
Wynik zdarzeń nadzwyczajnych przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1328,710,274
Przyszłe wydatki na ważne zakupy,474,16,252
Obrót w usługach biznesowych,1149,1217,249
Materiały przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1477,709,281
Wskaźnik płynności finansowej II stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1291,29,277
Skup produktów rolnych,872,1221,258
Obowiązkowe obciążenia wyniku finansowego brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1255,29,275
Separacje orzeczone,570,16,270
Wskaźnik poziomu kosztów przedsiębiorstw niefinansowych - pełna zbiorowość,1300,703,282
Półprodukty i produkty w toku przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1478,710,275
Koszty państwowych osób prawnych,1559,16,282
Napływ na pobyt stały,597,397,282
Odsetek urodzeń żywych pozamałżeńskich,802,155,282
Oferty pracy (wolne miejsca pracy i miejsca aktywizacji zawodowej) w urzędach pracy,508,721,260
Relacja osób niepracujących do pracujących - BAEL (do 2020 r.),758,221,282
Nowe zamówienia w przemyśle,815,828,258
Przyszłe wydatki na ważne zakupy,474,16,271
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,273
Bezrobotni zarejestrowani,507,1157,250
Koszty związane z zatrudnieniem,1026,932,282
Wskaźnik zasięgu ubóstwa relatywnego,576,2,282
Korzystający z internatów dla dzieci i młodzieży,1107,1269,282
Przyszłe wydatki na ważne zakupy,474,16,256
Użytki ekologiczne,1389,2,282
Wylężone pisklęta,1115,933,250
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,710,274
Udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1285,29,276
Zużycie pośrednie,1045,1187,270
Wskaźnik płynności finansowej II stopnia przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1291,29,275
Zobowiązania krótkoterminowe z tytułu kredytów i pożyczek przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1453,693,275
Wynik finansowy brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1315,687,274
Udziały (akcje) własne przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1470,2,282
Bezrobotni nowo zarejestrowani,505,16,254
Zgony,574,1323,282
Skup produktów rolnych,872,1221,257
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,687,274
Ludność,581,16,250
Skup produktów rolnych,872,1221,248
Eksport towarów i usług,1023,1075,282
Wynik finansowy netto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1322,710,277
Zmiany sytuacji finansowej gospodarstwa domowego w ostatnich 12 miesiącach,481,16,253
Obrót w usługach biznesowych,1149,854,271
Wyprzedzający wskaźnik ufności konsumenckiej (WWUK),475,16,271
Prognoza imigracji zagranicznych na pobyt stały na lata 2014-2050,956,2,282
Bezrobotni zarejestrowani,507,16,251
Przeciętne miesięczne rozchody netto na 1 osobę w gospodarstwach domowych,517,276,282
Pojemność brutto (GT),554,1016,282
Dotacje według ESA 2010,1065,16,273
Oferty pracy (wolne miejsca pracy i miejsca aktywizacji zawodowej) w urzędach pracy,508,143,250
Trenerzy w klubach sportowych,685,299,322
Zobowiązania krótkoterminowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1366,687,275
Aktywa obrotowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1204,710,275
Produkcja sprzedana przemysłu,814,1223,249
Pozostałe koszty operacyjne przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1258,710,277
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,693,277
Produkcja sprzedana przemysłu,814,2,256
Zapasy przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1237,29,277
Subiektywna ocena sytuacji materialnej gospodarstwa domowego,510,248,282
Powierzchnia ogrodów botanicznych,770,2,282
Produkcja sprzedana przemysłu,814,1223,251
Wskaźnik zasięgu ubóstwa ustawowego,578,291,282
Rezerwy na zobowiązania przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1355,702,282
Produkcja wytworzona wyrobów,817,1096,282
Przewozy ładunków transportem kolejowym,660,886,277
Kapitał (fundusz) podstawowy przedsiębiorstw niefinansowych z kapitałem zagranicznym - kapitał krajowy osób prawnych,1428,711,282
Wartość sprzedanych towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1286,29,274
Liczba gospodarstw domowych zużywających więcej niż 50% wartości końcowej produkcji rolniczej gospodarstwa rolnego,1142,940,331
Liczba przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1219,709,280
Bezrobotni zarejestrowani,507,871,255
Aktywne organizacje non-profit,562,358,322
Dług sektora instytucji rządowych i samorządowych,1061,932,282
Liczba przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1218,710,276
Wynik finansowy ze sprzedaży produktów, towarów i materiałów przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1325,687,276
Przyszłe wydatki na ważne zakupy,474,16,248
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,687,275
Produkcja sprzedana przemysłu,814,1135,253
Separacje orzeczone,570,473,282
Towary przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1483,687,277
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,693,274
Strata netto przedsiębiorstw niefinansowych o liczbie pracujących od 10 do 49 osób, prowadzących księgi rachunkowe,1278,709,281
Wskaźnik wolnych miejsc pracy,1583,1305,272
Przychody ogółem (przychody z całokształtu działalności) przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1273,710,275
Bezrobotni zarejestrowani,507,870,247
Produkcja sprzedana przemysłu,814,1135,265
Odsetek gospodarstw domowych zamieszkujących mieszkania wyposażone w urządzenia i instalacje sanitarne,512,583,282
Przychody finansowe przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1264,693,277
Produkcja sprzedana budownictwa,542,2,269
Bezrobotni zarejestrowani,507,16,248
Przyszłe wydatki na ważne zakupy,474,16,255
Skup produktów rolnych,872,1221,247
Zysk brutto przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1331,29,276
Pracujący według miejsca zamieszkania,1578,360,253
Bezrobotni zarejestrowani,507,870,258
Wartość dodana brutto,1044,1187,271
Skup produktów rolnych,872,1221,358
Zgony niemowląt na 1000 urodzeń żywych,593,550,282
Przychody netto ze sprzedaży produktów przedsiębiorstw niefinansowych o liczbie pracujących 10 i więcej osób, prowadzących księgi rachunkowe,1269,2,282
Kapitał (fundusz) podstawowy przedsiębiorstw niefinansowych z kapitałem zagranicznym - kapitał krajowy osób prawnych,1428,706,282
Mieszkania w nowych budynkach mieszkalnych, na których budowę wydano pozwolenia lub dokonano zgłoszenia z projektem budowlanym,537,113,275
Przeciętna powierzchnia użytkowa zajmowana przez gospodarstwo domowe,528,262,282
Pracujący według miejsca zamieszkania,1578,360,255
Przeciętna liczba dzieci w zniesionych separacjach,804,155,282
Ubój zwierząt gospodarskich w ubojniach,871,982,255
Zapasy przedsiębiorstw niefinansowych o liczbie pracujących 50 i więcej osób, prowadzących księgi rachunkowe,1237,693,275
Adopcje małoletnich orzeczone przez sądy rodzinne,828,1056,282
Składki netto na ubezpieczenia społeczne,1408,1264,271
